Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Best_Selling_Region,Best_Selling_Region_Sales_Ratio,Platform_Sales_Contribution
Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,,,,,,,North-America,0.7412935323383084,0.21262341325811002
Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,9.4,918.0,KCEJ,M,North-America,0.527363184079602,0.008289685321895493
Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82.0,8.7,3558.0,Kojima Productions,M,North-America,0.4390651085141903,0.006432905546904366
Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,972.0,Square Enix,T,Japan,0.3915966386554622,0.004823828904058502
The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M,North-America,0.4105621805792164,0.006304032647801106
LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85.0,6.8,5311.0,"SCE/WWS, Media Molecule",E,North-America,0.4810996563573883,0.006250335606508082
Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.2,364.0,Capcom,M,Japan,0.3470790378006873,0.008000989813172764
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.8,197.0,Level 5,E10+,Japan,0.7525951557093424,0.007191469772187178
Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.9,102.0,Namco,T,North-America,0.3937282229965156,0.007891010571754582
Destiny,PS4,2014.0,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0,"Bungie Software, Bungie",T,North-America,0.4414893617021277,0.017948636349170988
LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.57,1.55,0.0,0.51,5.64,80.0,17.0,8.9,62.0,Traveller's Tales,E10+,North-America,0.6329787234042553,0.006324713481508063
Cooking Mama,DS,2006.0,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35.0,7.2,21.0,Taito Corporation,E,North-America,0.5452930728241563,0.007004839933808617
Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,,,,,,,North-America,0.5322580645161291,0.02222487752419644
Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,,,,,,,North-America,0.5315315315315315,0.02543421474726181
Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0,Ubisoft Montreal,M,North-America,0.4576576576576577,0.005960371583525748
Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,Ubisoft Montreal,M,North-America,0.592057761732852,0.005762489728414067
Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8,516.0,Turn 10,E,North-America,0.5446265938069217,0.005710481698374229
Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,Nintendo,E,North-America,0.5719489981785064,0.017963484065178982
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0,Capcom,T,Japan,0.7536496350364963,0.01891024535008109
Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96.0,42.0,8.6,2162.0,Rocksteady Studios,T,North-America,0.49452554744525545,0.005885195725715514
Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.81,2.19,0.0,0.47,5.48,97.0,14.0,7.9,764.0,Rockstar North,M,North-America,0.5127737226277372,0.034370296036126444
Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,Intelligent Systems,E,North-America,0.47897623400365635,0.017898043321772136
Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,,,,,,,North-America,0.5879120879120879,0.017865322950068714
Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,,,,,,,North-America,0.5834862385321101,0.02497594060767151
Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,156.0,Traveller's Tales,E,Europe,0.4225092250922509,0.00439414330420119
Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0,Treyarch,M,North-America,0.5064935064935066,0.005788541051388069
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0,Naughty Dog,T,Europe,0.4646840148698885,0.01712121694300353
Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,,,,,,,North-America,0.4082397003745319,0.02098891596572596
Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2483.0,Square Enix,T,Japan,0.350844277673546,0.005724104601836439
Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,,,,,,,North-America,0.568738229755179,0.020871000707491545
Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,779.0,SquareSoft,T,Japan,0.5245283018867924,0.007286124743954578
Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0,Ubisoft,M,North-America,0.5916824196597353,0.0055024495782148766
Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,400.0,SquareSoft,T,Japan,0.3988657844990548,0.004288748723104113
Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,,,,,,,North-America,0.6318785578747629,0.02415104715640896
Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,Sledgehammer Games,M,North-America,0.6110056925996206,0.033053186151530356
Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,,,,,,,Europe,0.4505703422053232,0.0056489287440262045
Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,Ubisoft Montreal,M,North-America,0.591254752851711,0.005471244760190974
Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,Core Design Ltd.,T,Europe,0.4694656488549618,0.007203640312890942
Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.97,2.11,1.9,0.24,5.23,,,,,,,Europe,0.4034416826003824,0.02027760545905707
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E,North-America,0.44061302681992337,0.06353456669912366
Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Level 5,T,Japan,0.6928982725527831,0.004223890519352067
Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,,,,,,,North-America,0.5634615384615385,0.017014593285779728
Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Level 5,E,Europe,0.4682080924855491,0.0064573924078981755
Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,,,,,,,North-America,0.4797687861271676,0.020399339674553887
FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E,Europe,0.6724806201550387,0.005367228700111297
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,,,,,,,Japan,0.4271844660194175,0.025743564108972758
Diablo III,PC,2012.0,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4,9629.0,Blizzard Entertainment,M,North-America,0.4747081712062257,0.020061668162835174
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T,Europe,0.43469785575048736,0.004159032315600019
Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,,,,,,,North-America,0.5282651072124757,0.020163509158085055
Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,,,,,,,North-America,0.62890625,0.01998360719722103
Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Harmonix Music Systems,T,North-America,0.744140625,0.004150925040131014
Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M,North-America,0.703921568627451,0.005304819064063491
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.63,2.45,0.44,0.57,5.09,,,,,,,Europe,0.48133595284872305,0.006332972515645801
Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M,North-America,0.3850687622789784,0.00546635880362992
The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8,416.0,Nintendo,E,North-America,0.3641732283464567,0.006320530526420564
Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,,,,,,,North-America,0.6706114398422091,0.019927678641616226
FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8,233.0,EA Sports,E,Europe,0.6469428007889546,0.005444879987112711
Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9,266.0,Capcom,M,North-America,0.4059405940594059,0.006942439614522759
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8,150.0,Rockstar Leeds,M,Europe,0.3956262425447316,0.017357396735567136
Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,North-America,0.6812749003984064,0.0069011973989909405
Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,,,,,,,North-America,0.5568862275449102,0.006887449993813668
Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,,,,,,,North-America,0.6719999999999999,0.0068737025886363955
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,North-America,0.7008032128514056,0.0040374231835649315
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T,North-America,0.6124497991967871,0.005584587435799673
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,,,,,,,North-America,0.37119675456389456,0.006133900688042004
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,North-America,0.6896551724137931,0.005127991761928042
Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,North-America,0.46951219512195125,0.005283788863233636
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0,EA Sports,E,North-America,0.8105906313645621,0.00398067225528189
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,,,,,,,North-America,0.5963114754098361,0.022363778012006782
Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,,,,,,,Japan,1.0,0.016805272783739948
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,,,,,,,North-America,0.5338809034907598,0.059274586173320355
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,,,,,,,North-America,0.5402061855670104,0.019317321862428804
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T,North-America,0.53099173553719,0.018890753678623005
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,Europe,0.41493775933609955,0.0051763947806475865
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M,North-America,0.5708333333333334,0.005154915964130377
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,233.0,Naughty Dog,E,North-America,0.5365344467640918,0.006585007079913666
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E,North-America,0.5945378151260504,0.005922386871212969
Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,62.0,14.0,7.7,92.0,Reflections Interactive,T,North-America,0.49894291754756864,0.00650252264885003
Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94.0,87.0,8.7,1472.0,Rocksteady Studios,T,North-America,0.6321353065539111,0.004919959641768689
The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.88,2.0,0.07,0.77,4.71,,,,,,,Europe,0.42462845010615713,0.014989020780956623
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,,,,,,,Europe,0.4659574468085106,0.0038104194704327663
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98.0,19.0,7.7,299.0,Neversoft Entertainment,T,North-America,0.6517094017094017,0.006433785622963666
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82.0,32.0,8.2,78.0,Stormfront Studios,T,Europe,0.41755888650963596,0.0037860976440257485
Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91.0,13.0,8.6,147.0,Core Design Ltd.,T,North-America,0.4946004319654428,0.0063650485970773015
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73.0,50.0,7.6,119.0,Nintendo,E,North-America,0.3939393939393939,0.005180882319958733
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T,North-America,0.44805194805194803,0.014702606371129428
The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,,,,,,,North-America,0.5249457700650759,0.023044238940264933
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96.0,80.0,8.9,968.0,Nintendo,E,North-America,0.5652173913043479,0.023333671502485543
Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.04,1.11,0.0,0.43,4.6,86.0,36.0,8.4,87.0,Vicarious Visions,T,North-America,0.6608695652173914,0.005158454257967569
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86.0,74.0,8.4,458.0,Next Level Games,E,North-America,0.39215686274509803,0.0177962158808933
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91.0,83.0,8.2,617.0,Turn 10,E,North-America,0.4551422319474836,0.004753533945641208
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.87,1.96,0.22,0.48,4.53,,,,,,,Europe,0.4326710816777042,0.005079956040998497
Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91.0,30.0,7.9,78.0,EA Tiburon,E,North-America,0.922737306843267,0.0036725957874596663
Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85.0,69.0,7.9,165.0,Neversoft Entertainment,T,North-America,0.7041942604856511,0.004711927521609337
Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,,,,,,,North-America,0.9355555555555556,0.051981055792999886
Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,EA Sports,E,North-America,0.8084632516703786,0.003640166685583643
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84.0,101.0,6.4,2438.0,343 Industries,T,North-America,0.6205357142857142,0.028098344204716512
Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,76.0,25.0,7.9,41.0,Treyarch,E,North-America,0.6049107142857142,0.003632059410114637
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,,,,,,,Japan,0.9172259507829977,0.006145090114240937
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,1.61,2.0,0.15,0.71,4.46,77.0,82.0,3.4,1129.0,Infinity Ward,M,Europe,0.4484304932735426,0.014193425198103298
God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94.0,75.0,8.9,997.0,SCE Santa Monica,M,North-America,0.6089887640449438,0.0036077375837076193
Splatoon,WiiU,2015.0,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81.0,88.0,8.5,1184.0,Nintendo,E10+,North-America,0.34762979683972917,0.053919182083739046
Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77.0,61.0,7.9,471.0,Nintendo,E10+,North-America,0.5701357466063348,0.05379746835443038
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,North-America,0.6031746031746031,0.0035753084818315956
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86.0,19.0,8.9,33.0,Konami,E,Europe,0.5444191343963555,0.0035590939308935837
The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94.0,90.0,8.7,1109.0,Bethesda Softworks,M,North-America,0.6438356164383562,0.004555903431489822
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,,,,,,,North-America,0.5,0.017445333970605808
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82.0,36.0,9.1,137.0,EA Canada,T,North-America,0.46453089244851253,0.0035428793799555723
Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56.0,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,North-America,0.6055045871559633,0.004889317514073609
Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,,,4.8,207.0,High Moon Studios,M,Europe,0.44266055045871555,0.0046823820007517595
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86.0,70.0,8.1,715.0,Insomniac Games,M,North-America,0.4009216589861751,0.004660903184234549
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,,,,,,,North-America,0.6981566820276498,0.15303244005641747
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9,766.0,Square Enix,E10+,North-America,0.5080831408775982,0.0035104502780795486
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,,North-America,0.4826789838337182,0.01678815136476427
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93.0,83.0,9,1607.0,Nintendo,E,North-America,0.4884259259259259,0.05258033106134372
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,,,,,,,Europe,0.46759259259259256,0.01374789167170544
Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,,,,,,,North-America,0.9280742459396752,0.04978630010396211
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,,,4.9,221.0,High Moon Studios,M,North-America,0.6456876456876457,0.0044622889774181135
FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,,,4.5,109.0,EA Sports,E,Europe,0.7056074766355139,0.004596466734682919
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89.0,95.0,6.5,2423.0,Lionhead Studios,M,North-America,0.5878220140515222,0.004441485765402178
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,79.0,10.0,7.3,6.0,Mass Media,E,North-America,0.7075471698113207,0.013873437602251163
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91.0,70.0,8.9,1122.0,Rocksteady Studios,T,North-America,0.5295508274231678,0.0045427696933898944
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,91.0,68.0,9.3,955.0,KCEJ,M,Other,0.4562647754137115,0.00342937752338949
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80.0,39.0,7.5,613.0,Ubisoft Montreal,M,Europe,0.476303317535545,0.0045320302851312895
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M,North-America,0.5947867298578199,0.026467636728549924
FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84.0,41.0,4.2,435.0,EA Canada,E,Europe,0.6848341232227488,0.00438947773536234
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,85.0,59.0,8.7,109.0,Ready at Dawn,E10+,North-America,0.5819477434679335,0.014527761482452809
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,,,,,,,Europe,0.5391923990498813,0.01643183326177745
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80.0,32.0,7.8,47.0,EA Canada,E,Europe,0.6057007125890735,0.003413162972451478
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E,Europe,0.5476190476190476,0.0034050556969824723
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80.0,67.0,7.1,120.0,Polyphony Digital,E,Europe,0.43436754176610975,0.004499812060355475
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80.0,77.0,7.2,564.0,Ubisoft Montreal,M,North-America,0.5369928400954653,0.004358272917338438
FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,,,,,,,Europe,0.6650717703349283,0.004347871311330469
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,,,,,,,North-America,0.8105515587529976,0.016608913848727445
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,61.0,7.3,330.0,Capcom,T,North-America,0.48798076923076916,0.00446759383557966
Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,,,,,,,North-America,0.49038461538461536,0.01656908431911419
